16.8418 5.5
25.755 5.6
34.7751 5.7
43.2627 5.8
51.3056 5.9
59.2622 6
66.999 6.1
74.7556 6.2
82.3938 6.3
90.0198 6.4
97.5608 6.5
134.725 7
205.979 8
265.648 9
325.943 10
422.412 12
477.715 14
540.478 17
595.061 21
636.256 27
652.298 33
651.221 40
646.97 50
630.526 60
616.033 70
607.189 80
582.034 100
447.778 300
339.514 1000
283.34 2000
254.113 3000
236.488 4000
223.662 5000
